,humidity,light,node_id,temperature,time
,61.2,0,smart_art_1,21.9,2025-12-23T02:28:25.731236Z
,61.1,0,smart_art_1,21.9,2025-12-23T02:30:55.732042Z
,61.2,0,smart_art_1,21.9,2025-12-23T02:33:25.728862Z
,61.1,0,smart_art_1,21.9,2025-12-23T02:35:55.73019Z
,61.3,0,smart_art_1,21.9,2025-12-23T02:38:25.727737Z
,61.2,0,smart_art_1,22,2025-12-23T02:40:55.723609Z
,61.2,0,smart_art_1,21.9,2025-12-23T02:43:25.725635Z
,61.3,0,smart_art_1,21.9,2025-12-23T02:45:55.723905Z
,61.3,0,smart_art_1,21.9,2025-12-23T02:48:25.724566Z
,61.4,0,smart_art_1,21.9,2025-12-23T02:50:55.722324Z
,61.4,0,smart_art_1,21.9,2025-12-23T02:53:25.723127Z
,61.4,0,smart_art_1,21.9,2025-12-23T02:55:55.722765Z
,61.3,0,smart_art_1,21.9,2025-12-23T02:58:25.723035Z
,61.3,0,smart_art_1,21.9,2025-12-23T03:00:55.721152Z
,61.3,0,smart_art_1,21.9,2025-12-23T03:03:25.720562Z
,61.4,0,smart_art_1,21.9,2025-12-23T03:05:55.721295Z
,61.3,0,smart_art_1,21.9,2025-12-23T03:08:25.721581Z
,61.3,0,smart_art_1,21.9,2025-12-23T03:10:55.715365Z
,61.3,0,smart_art_1,21.9,2025-12-23T03:13:25.718869Z
,61.4,0,smart_art_1,22,2025-12-23T03:15:55.716793Z
,61.5,0,smart_art_1,22,2025-12-23T03:18:25.713861Z
,61.5,0,smart_art_1,22,2025-12-23T03:20:55.709943Z
,61.4,0,smart_art_1,22,2025-12-23T03:23:25.711741Z
,61.5,0,smart_art_1,21.9,2025-12-23T03:25:55.710622Z
,61.5,0,smart_art_1,21.9,2025-12-23T03:28:25.711274Z
,61.6,0,smart_art_1,21.9,2025-12-23T03:30:55.709763Z
,61.5,0,smart_art_1,21.9,2025-12-23T03:33:25.710897Z
,61.4,0,smart_art_1,21.9,2025-12-23T03:35:55.714867Z
,61.4,0,smart_art_1,21.9,2025-12-23T03:38:25.712885Z
,61.5,0,smart_art_1,21.9,2025-12-23T03:40:55.710351Z
,61.4,0,smart_art_1,21.9,2025-12-23T03:43:25.705867Z
,61.6,0,smart_art_1,21.9,2025-12-23T03:45:55.702887Z
,61.6,0,smart_art_1,21.9,2025-12-23T03:48:25.705491Z
,61.6,0,smart_art_1,21.9,2025-12-23T03:50:55.701865Z
,61.6,0,smart_art_1,21.9,2025-12-23T03:53:25.702247Z
,61.5,0,smart_art_1,21.9,2025-12-23T03:55:55.701377Z
,61.6,0,smart_art_1,21.9,2025-12-23T03:58:25.696817Z
,61.7,0,smart_art_1,21.9,2025-12-23T04:00:55.699672Z
,61.6,0,smart_art_1,21.9,2025-12-23T04:03:25.697119Z
,61.6,0,smart_art_1,21.9,2025-12-23T04:05:55.69567Z
,61.6,0,smart_art_1,21.9,2025-12-23T04:08:25.702826Z
,61.5,0,smart_art_1,21.9,2025-12-23T04:10:55.69502Z
,61.6,0,smart_art_1,21.9,2025-12-23T04:13:25.69523Z
,61.6,0,smart_art_1,21.9,2025-12-23T04:15:55.72659Z
,61.8,0,smart_art_1,22,2025-12-23T04:18:25.70783Z
,61.6,0,smart_art_1,22,2025-12-23T04:20:55.70135Z
,61.6,0,smart_art_1,22,2025-12-23T04:23:25.702322Z
,61.6,0,smart_art_1,22,2025-12-23T04:25:55.700629Z
,61.4,0,smart_art_1,22,2025-12-23T04:28:25.70054Z
,61.5,0,smart_art_1,22,2025-12-23T04:30:55.697814Z
,61.9,0,smart_art_1,22,2025-12-23T04:33:25.697431Z
,61.8,0,smart_art_1,22.1,2025-12-23T04:35:55.698632Z
,61.7,0,smart_art_1,22.1,2025-12-23T04:38:25.698983Z
,61.5,0,smart_art_1,22.1,2025-12-23T04:40:55.695676Z
,61.4,0,smart_art_1,22.1,2025-12-23T04:43:25.697146Z
,61.4,0,smart_art_1,22.1,2025-12-23T04:45:55.699529Z
,61.6,0,smart_art_1,22,2025-12-23T04:48:25.694031Z
,61.5,0,smart_art_1,22,2025-12-23T04:50:55.694979Z
,61.6,0,smart_art_1,22,2025-12-23T04:53:25.712867Z
,61.4,0,smart_art_1,22,2025-12-23T04:55:55.693409Z
,61.4,0,smart_art_1,22,2025-12-23T04:58:25.69738Z
,61.4,0,smart_art_1,22,2025-12-23T05:00:55.693433Z
,61.5,0,smart_art_1,22,2025-12-23T05:03:25.691565Z
,61.4,0,smart_art_1,22,2025-12-23T05:05:55.686678Z
,61.7,0,smart_art_1,22.1,2025-12-23T05:08:25.689157Z
,61.4,0,smart_art_1,22,2025-12-23T05:10:55.689266Z
,61.5,0,smart_art_1,22,2025-12-23T05:13:25.69076Z
,61.4,0,smart_art_1,22,2025-12-23T05:15:55.68721Z
,61.5,0,smart_art_1,21.9,2025-12-23T05:18:25.688237Z
,61.6,0,smart_art_1,21.9,2025-12-23T05:20:55.723348Z
,61.7,0,smart_art_1,21.9,2025-12-23T05:23:25.689629Z
,61.6,0,smart_art_1,21.9,2025-12-23T05:25:55.687662Z
,61.7,0,smart_art_1,21.9,2025-12-23T05:28:25.685082Z
,61.7,0,smart_art_1,21.9,2025-12-23T05:30:55.68584Z
,61.8,0,smart_art_1,21.9,2025-12-23T05:33:25.684622Z
,61.8,0,smart_art_1,21.9,2025-12-23T05:35:55.681805Z
,61.9,0,smart_art_1,21.9,2025-12-23T05:38:25.681262Z
,61.8,0,smart_art_1,21.9,2025-12-23T05:40:55.683983Z
,61.8,0,smart_art_1,21.8,2025-12-23T05:43:25.678904Z
,61.9,0,smart_art_1,21.9,2025-12-23T05:45:55.682016Z
,61.8,0,smart_art_1,21.9,2025-12-23T05:48:25.68057Z
,61.8,0,smart_art_1,21.9,2025-12-23T05:50:55.677571Z
,61.8,0,smart_art_1,21.9,2025-12-23T05:53:25.675622Z
,61.8,0,smart_art_1,21.9,2025-12-23T05:55:55.687869Z
,62,0,smart_art_1,21.9,2025-12-23T05:58:25.689094Z
,62,0,smart_art_1,21.9,2025-12-23T06:00:55.673992Z
,61.7,0,smart_art_1,21.9,2025-12-23T06:03:25.674783Z
,61.8,0,smart_art_1,21.9,2025-12-23T06:05:55.674061Z
,61.8,0,smart_art_1,21.9,2025-12-23T06:08:25.679728Z
,61.8,0,smart_art_1,21.9,2025-12-23T06:10:55.680439Z
,61.9,0,smart_art_1,21.9,2025-12-23T06:13:25.675912Z
,62,0,smart_art_1,21.9,2025-12-23T06:15:55.674899Z
,62.1,0,smart_art_1,21.9,2025-12-23T06:18:25.67364Z
,62.1,0,smart_art_1,21.8,2025-12-23T06:20:55.672441Z
,62.1,0,smart_art_1,21.8,2025-12-23T06:23:25.676786Z
,62.1,0,smart_art_1,21.8,2025-12-23T06:25:55.671288Z
,62.1,0,smart_art_1,21.8,2025-12-23T06:28:25.700405Z
,62.6,0,smart_art_1,21.9,2025-12-23T06:30:55.674943Z
,62.2,0,smart_art_1,21.9,2025-12-23T06:33:25.67509Z
,62.3,0,smart_art_1,21.9,2025-12-23T06:35:55.679659Z
,62.2,0,smart_art_1,21.9,2025-12-23T06:38:25.676676Z
,62.2,0,smart_art_1,21.9,2025-12-23T06:40:55.676293Z
,62.3,0,smart_art_1,21.9,2025-12-23T06:43:25.72313Z
,62.3,0,smart_art_1,21.9,2025-12-23T06:45:55.683332Z
,62.3,0,smart_art_1,21.9,2025-12-23T06:48:25.674602Z
,62.3,0,smart_art_1,21.9,2025-12-23T06:50:55.67823Z
,62.3,0,smart_art_1,21.8,2025-12-23T06:53:25.779445Z
,62.3,0,smart_art_1,21.8,2025-12-23T06:55:55.685979Z
,62.2,0,smart_art_1,21.8,2025-12-23T06:58:25.679044Z
,62.4,0,smart_art_1,21.8,2025-12-23T07:00:55.675662Z
,62.4,0,smart_art_1,21.8,2025-12-23T07:03:25.677822Z
,62.4,0,smart_art_1,21.8,2025-12-23T07:05:55.676538Z
,62.5,0,smart_art_1,21.8,2025-12-23T07:08:25.677514Z
,62.5,0,smart_art_1,21.8,2025-12-23T07:10:55.6754Z
,62.4,0,smart_art_1,21.8,2025-12-23T07:13:25.682899Z
,62.4,0,smart_art_1,21.8,2025-12-23T07:15:55.672764Z
,62.5,0,smart_art_1,21.8,2025-12-23T07:18:25.672271Z
,62.5,0,smart_art_1,21.8,2025-12-23T07:20:55.675692Z
,62.5,0,smart_art_1,21.8,2025-12-23T07:23:25.671153Z
,63,0,smart_art_1,21.9,2025-12-23T07:25:55.672541Z
,62.4,0,smart_art_1,21.9,2025-12-23T07:28:25.673166Z
,62.4,0,smart_art_1,21.9,2025-12-23T07:30:55.675786Z
,62.3,0,smart_art_1,21.9,2025-12-23T07:33:25.676267Z
,62.4,0,smart_art_1,21.9,2025-12-23T07:35:55.676899Z
,62.3,0,smart_art_1,21.9,2025-12-23T07:38:25.676813Z
,62.4,0,smart_art_1,21.9,2025-12-23T07:40:55.676658Z
,62.4,0,smart_art_1,21.9,2025-12-23T07:43:25.678435Z
,62.2,0,smart_art_1,21.9,2025-12-23T07:45:55.679008Z
,62.3,0,smart_art_1,21.9,2025-12-23T07:48:25.682412Z
,62.4,0,smart_art_1,21.9,2025-12-23T07:50:55.685603Z
,62.6,0,smart_art_1,22,2025-12-23T07:53:25.681284Z
,62.5,0,smart_art_1,21.9,2025-12-23T07:55:55.684999Z
,62.4,0,smart_art_1,21.9,2025-12-23T07:58:25.692276Z
,62.6,0,smart_art_1,21.9,2025-12-23T08:00:55.688564Z
,62.4,0,smart_art_1,21.9,2025-12-23T08:03:25.697199Z
,62.4,0,smart_art_1,21.9,2025-12-23T08:05:55.698418Z
,62.4,0,smart_art_1,21.9,2025-12-23T08:08:25.699701Z
,62.5,0,smart_art_1,22,2025-12-23T08:10:55.701975Z
,62.1,28.36630036630037,smart_art_1,22,2025-12-23T08:13:25.690608Z
,58.9,48.51282051282052,smart_art_1,21.9,2025-12-23T08:15:55.693698Z
,57.7,52.54212454212455,smart_art_1,21.8,2025-12-23T08:18:25.696663Z
,57.7,55.44322344322344,smart_art_1,21.7,2025-12-23T08:20:55.712474Z
,57.6,39.64835164835165,smart_art_1,21.6,2025-12-23T08:23:25.691427Z
,57.1,43.032967032967036,smart_art_1,21.6,2025-12-23T08:25:55.689703Z
,55.9,40.776556776556774,smart_art_1,21.4,2025-12-23T08:28:25.687662Z
,56.1,44.32234432234432,smart_art_1,21.3,2025-12-23T08:30:55.681446Z
,56.7,33.684981684981686,smart_art_1,21.4,2025-12-23T08:33:25.685337Z
,56.9,48.51282051282052,smart_art_1,21.5,2025-12-23T08:35:55.686915Z
,56.2,44.48351648351648,smart_art_1,21.5,2025-12-23T08:38:25.690285Z
,56.3,48.67399267399267,smart_art_1,21.5,2025-12-23T08:40:55.690326Z
,55.6,48.996336996337,smart_art_1,21.5,2025-12-23T08:43:25.696439Z
,56.5,49.96336996336996,smart_art_1,21.5,2025-12-23T08:45:55.692152Z
,55.7,49.96336996336996,smart_art_1,21.5,2025-12-23T08:48:25.690477Z
,55.1,51.413919413919416,smart_art_1,21.3,2025-12-23T08:50:55.690061Z
,53.8,51.57509157509157,smart_art_1,21.2,2025-12-23T08:53:25.689491Z
,55,43.032967032967036,smart_art_1,20.9,2025-12-23T08:55:55.686412Z
,55.1,33.684981684981686,smart_art_1,20.6,2025-12-23T08:58:25.695548Z
,55.4,29.816849816849814,smart_art_1,20.6,2025-12-23T09:00:57.129131Z
,56.2,27.882783882783883,smart_art_1,20.5,2025-12-23T09:03:27.130885Z
,56.2,27.3992673992674,smart_art_1,20.8,2025-12-23T09:05:57.125854Z
,55.9,23.692307692307693,smart_art_1,21,2025-12-23T09:08:27.125362Z
,55.7,22.4029304029304,smart_art_1,21.1,2025-12-23T09:10:57.125326Z
,55.7,21.435897435897438,smart_art_1,21.2,2025-12-23T09:13:27.140244Z
,56.8,21.274725274725277,smart_art_1,21.3,2025-12-23T09:15:57.123336Z
,55.3,20.63003663003663,smart_art_1,21.3,2025-12-23T09:18:27.117428Z
,55.3,20.14652014652015,smart_art_1,21.1,2025-12-23T09:20:57.113765Z
,54.9,10.637362637362639,smart_art_1,21.1,2025-12-23T09:23:27.119868Z
,56.9,0,smart_art_1,21.3,2025-12-23T09:25:57.125624Z
,56.9,0,smart_art_1,21.5,2025-12-23T09:28:27.120928Z
,57.4,11.12087912087912,smart_art_1,21.5,2025-12-23T09:30:57.126112Z
,57.2,17.72893772893773,smart_art_1,21.6,2025-12-23T09:33:27.125455Z
,56.9,97.18681318681318,smart_art_1,21.8,2025-12-23T09:35:57.159389Z
,57.2,127.48717948717947,smart_art_1,21.9,2025-12-23T09:38:27.153252Z
,57,221.28937728937728,smart_art_1,21.9,2025-12-23T09:40:57.132857Z
,57.1,168.10256410256412,smart_art_1,21.9,2025-12-23T09:43:27.130157Z
,56.8,140.86446886446885,smart_art_1,22.2,2025-12-23T09:45:57.132733Z
,56.8,109.5970695970696,smart_art_1,22.1,2025-12-23T09:48:27.134587Z
,57.4,100.57142857142857,smart_art_1,22.1,2025-12-23T09:50:57.30982Z
,57.3,176.8058608058608,smart_art_1,22.1,2025-12-23T09:53:27.133459Z
,57.5,146.98901098901098,smart_art_1,22.1,2025-12-23T09:55:57.133816Z
,57.6,82.35897435897436,smart_art_1,22.1,2025-12-23T09:58:27.134697Z
,57.3,108.14652014652015,smart_art_1,22.2,2025-12-23T10:00:57.129155Z
,57.3,127.97069597069596,smart_art_1,22.2,2025-12-23T10:03:27.134507Z
,57.5,175.35531135531136,smart_art_1,22.2,2025-12-23T10:05:57.134279Z
,57.5,106.85714285714285,smart_art_1,22.2,2025-12-23T10:08:27.137568Z
,57.2,176.48351648351647,smart_art_1,22.3,2025-12-23T10:10:57.132213Z
,57,88.32234432234434,smart_art_1,22.5,2025-12-23T10:13:27.13364Z
,57,98.7985347985348,smart_art_1,22.5,2025-12-23T10:15:57.131716Z
,56.9,233.53846153846152,smart_art_1,22.6,2025-12-23T10:18:27.134585Z
,57,142.63736263736263,smart_art_1,22.5,2025-12-23T10:20:57.135906Z
,57.1,103.31135531135531,smart_art_1,22.4,2025-12-23T10:23:27.137542Z
,57.1,193.40659340659343,smart_art_1,22.4,2025-12-23T10:25:57.139023Z
,57,116.04395604395606,smart_art_1,22.3,2025-12-23T10:28:27.142184Z
,57,176.32234432234432,smart_art_1,22.3,2025-12-23T10:30:57.138925Z
,56.8,90.25641025641026,smart_art_1,22.3,2025-12-23T10:33:27.137141Z
,56.9,214.68131868131871,smart_art_1,22.3,2025-12-23T10:35:57.139988Z
,56.7,216.61538461538458,smart_art_1,22.3,2025-12-23T10:38:27.133961Z
,56.7,120.23443223443225,smart_art_1,22.3,2025-12-23T10:40:57.136403Z
,56.6,77.36263736263737,smart_art_1,22.3,2025-12-23T10:43:27.139566Z
,56.6,208.87912087912088,smart_art_1,22.4,2025-12-23T10:45:57.129178Z
,56.7,119.26739926739926,smart_art_1,22.4,2025-12-23T10:48:27.124837Z
,56.7,188.24908424908426,smart_art_1,22.4,2025-12-23T10:50:57.122608Z
,57,162.94505494505495,smart_art_1,22.6,2025-12-23T10:53:27.119915Z
,56.9,198.72527472527472,smart_art_1,22.7,2025-12-23T10:55:57.115445Z
,56.7,200.65934065934067,smart_art_1,22.6,2025-12-23T10:58:27.113673Z
,56.7,209.84615384615384,smart_art_1,22.6,2025-12-23T11:00:57.111604Z
,56.8,176.8058608058608,smart_art_1,22.5,2025-12-23T11:03:27.179636Z
,56.9,124.58608058608057,smart_art_1,22.6,2025-12-23T11:05:57.112815Z
,57,131.1941391941392,smart_art_1,22.5,2025-12-23T11:08:27.112465Z
,57.1,208.71794871794873,smart_art_1,22.6,2025-12-23T11:10:57.111023Z
,57.2,193.72893772893775,smart_art_1,22.6,2025-12-23T11:13:27.111225Z
,57.1,94.6080586080586,smart_art_1,22.6,2025-12-23T11:15:57.112125Z
,57.2,178.41758241758242,smart_art_1,22.6,2025-12-23T11:18:27.103991Z
,57,144.24908424908423,smart_art_1,22.6,2025-12-23T11:20:57.106481Z
,57.2,212.42490842490844,smart_art_1,22.6,2025-12-23T11:23:27.118611Z
,57.3,214.68131868131871,smart_art_1,22.6,2025-12-23T11:25:57.101487Z
,57.5,75.58974358974358,smart_art_1,22.6,2025-12-23T11:28:27.099597Z
,57.5,187.2820512820513,smart_art_1,22.6,2025-12-23T11:30:57.098902Z
,57,76.87912087912088,smart_art_1,22.6,2025-12-23T11:33:27.154505Z
,57.7,96.86446886446888,smart_art_1,22.6,2025-12-23T11:35:57.103332Z
,57.2,213.55311355311355,smart_art_1,22.6,2025-12-23T11:38:27.107761Z
,57.7,71.07692307692308,smart_art_1,22.7,2025-12-23T11:40:57.113657Z
,56.7,122.32967032967034,smart_art_1,22.8,2025-12-23T11:43:27.109634Z
,56.8,95.8974358974359,smart_art_1,22.8,2025-12-23T11:45:57.107035Z
,56.8,126.52014652014653,smart_art_1,22.8,2025-12-23T11:48:27.110696Z
,57,206.46153846153848,smart_art_1,22.8,2025-12-23T11:50:57.112309Z
,56.7,203.2380952380952,smart_art_1,22.8,2025-12-23T11:53:27.116101Z
,57.1,129.74358974358975,smart_art_1,22.7,2025-12-23T11:55:57.117315Z
,56.9,66.88644688644689,smart_art_1,22.8,2025-12-23T11:58:27.118667Z
,57.2,211.7802197802198,smart_art_1,22.7,2025-12-23T12:00:57.115247Z
,57.2,154.56410256410254,smart_art_1,22.7,2025-12-23T12:03:27.117987Z
,56.8,204.0439560439561,smart_art_1,22.8,2025-12-23T12:05:57.112746Z
,56.9,195.985347985348,smart_art_1,22.8,2025-12-23T12:08:27.121987Z
,56.9,96.38095238095238,smart_art_1,22.8,2025-12-23T12:10:57.122847Z
,56.8,176.48351648351647,smart_art_1,22.8,2025-12-23T12:13:27.121499Z
,57,108.63003663003663,smart_art_1,22.7,2025-12-23T12:15:57.119646Z
,56.9,189.86080586080587,smart_art_1,22.7,2025-12-23T12:18:27.117082Z
,56.8,281.5677655677656,smart_art_1,22.7,2025-12-23T12:20:57.11526Z
,57,153.27472527472526,smart_art_1,22.7,2025-12-23T12:23:27.111154Z
,56.9,174.8717948717949,smart_art_1,22.7,2025-12-23T12:25:57.111495Z
,57,150.05128205128204,smart_art_1,22.7,2025-12-23T12:28:27.117448Z
,57,216.61538461538458,smart_art_1,22.7,2025-12-23T12:30:57.109992Z
,57.3,155.6923076923077,smart_art_1,22.7,2025-12-23T12:33:27.107744Z
,56.9,178.73992673992674,smart_art_1,22.7,2025-12-23T12:35:57.102569Z
,57,268.6739926739927,smart_art_1,22.8,2025-12-23T12:38:27.101223Z
,56.9,109.27472527472528,smart_art_1,22.8,2025-12-23T12:40:57.102742Z
,55.6,100.73260073260073,smart_art_1,22.8,2025-12-23T12:43:27.100029Z
,56.1,189.86080586080587,smart_art_1,22.7,2025-12-23T12:45:57.102391Z
,56.1,245.14285714285714,smart_art_1,22.6,2025-12-23T12:48:27.102955Z
,56.4,118.78388278388279,smart_art_1,22.6,2025-12-23T12:50:57.093693Z
,56.6,274.79853479853483,smart_art_1,22.6,2025-12-23T12:53:27.094508Z
,56.6,90.9010989010989,smart_art_1,22.6,2025-12-23T12:55:57.092466Z
,56.6,241.91941391941393,smart_art_1,22.7,2025-12-23T12:58:27.08843Z
,56.5,154.8864468864469,smart_art_1,22.7,2025-12-23T13:00:57.086944Z
,56.4,100.57142857142857,smart_art_1,22.7,2025-12-23T13:03:27.090294Z
,56.6,278.021978021978,smart_art_1,22.7,2025-12-23T13:05:57.084451Z
,56.4,268.51282051282055,smart_art_1,22.7,2025-12-23T13:08:27.089968Z
,56.4,186.3150183150183,smart_art_1,22.6,2025-12-23T13:10:57.085539Z
,56.4,234.82783882783883,smart_art_1,22.7,2025-12-23T13:13:27.0862Z
,56.4,195.985347985348,smart_art_1,22.6,2025-12-23T13:15:57.085067Z
,56.3,278.50549450549454,smart_art_1,22.7,2025-12-23T13:18:27.080583Z
,56.4,198.56410256410257,smart_art_1,22.6,2025-12-23T13:20:57.081689Z
,56.4,145.05494505494505,smart_art_1,22.6,2025-12-23T13:23:27.080833Z
,56.3,212.26373626373626,smart_art_1,22.7,2025-12-23T13:25:57.078527Z
,56.3,100.08791208791207,smart_art_1,22.6,2025-12-23T13:28:27.075641Z
,56.3,183.25274725274724,smart_art_1,22.6,2025-12-23T13:30:57.070869Z
,56.4,120.71794871794872,smart_art_1,22.6,2025-12-23T13:33:27.114093Z
,56.3,91.38461538461539,smart_art_1,22.6,2025-12-23T13:35:57.074666Z
,56.3,268.6739926739927,smart_art_1,22.6,2025-12-23T13:38:27.072953Z
,56.4,140.05860805860806,smart_art_1,22.6,2025-12-23T13:40:57.072875Z
,56.4,90.25641025641026,smart_art_1,22.6,2025-12-23T13:43:27.072528Z
,56.4,215.64835164835168,smart_art_1,22.6,2025-12-23T13:45:57.075389Z
,56.3,149.4065934065934,smart_art_1,22.6,2025-12-23T13:48:27.078027Z
,56.3,242.24175824175825,smart_art_1,22.6,2025-12-23T13:50:57.067615Z
,56.3,81.23076923076923,smart_art_1,22.6,2025-12-23T13:53:27.065855Z
,56.4,214.1978021978022,smart_art_1,22.5,2025-12-23T13:55:57.06466Z
,56.3,183.5750915750916,smart_art_1,22.5,2025-12-23T13:58:27.063623Z
,56.1,96.54212454212454,smart_art_1,22.6,2025-12-23T14:00:57.074711Z
,56.2,85.90476190476191,smart_art_1,22.6,2025-12-23T14:03:27.055601Z
,56.2,193.89010989010987,smart_art_1,22.6,2025-12-23T14:05:57.057554Z
,56.2,77.36263736263737,smart_art_1,22.5,2025-12-23T14:08:27.057938Z
,56.3,95.41391941391942,smart_art_1,22.5,2025-12-23T14:10:57.058081Z
,56,172.2930402930403,smart_art_1,22.5,2025-12-23T14:13:27.057796Z
,56.3,94.6080586080586,smart_art_1,22.5,2025-12-23T14:15:57.05245Z
,56.2,193.40659340659343,smart_art_1,22.5,2025-12-23T14:18:27.057296Z
,56.2,227.89743589743588,smart_art_1,22.5,2025-12-23T14:20:57.053355Z
,56.2,226.7692307692308,smart_art_1,22.5,2025-12-23T14:23:27.053731Z
,56.1,214.03663003663004,smart_art_1,22.5,2025-12-23T14:25:57.050774Z
,56.2,132,smart_art_1,22.4,2025-12-23T14:28:27.049776Z
,56,193.89010989010987,smart_art_1,22.5,2025-12-23T14:30:57.050483Z
,56.2,130.71062271062272,smart_art_1,22.5,2025-12-23T14:33:27.04924Z
,56.3,145.86080586080587,smart_art_1,22.4,2025-12-23T14:35:57.050345Z
,56.4,196.14652014652015,smart_art_1,22.4,2025-12-23T14:38:27.045684Z
,56.5,238.85714285714286,smart_art_1,22.4,2025-12-23T14:40:57.04325Z
,56.6,172.45421245421244,smart_art_1,22.4,2025-12-23T14:43:27.039383Z
,56.6,232.7326007326007,smart_art_1,22.4,2025-12-23T14:45:57.0355Z
,56.6,125.87545787545788,smart_art_1,22.4,2025-12-23T14:48:27.034606Z
,56.7,247.39926739926742,smart_art_1,22.3,2025-12-23T14:50:57.036451Z
,56,149.08424908424908,smart_art_1,22.2,2025-12-23T14:53:27.050495Z
,56.3,140.38095238095238,smart_art_1,22.2,2025-12-23T14:55:57.034373Z
,56.4,110.72527472527473,smart_art_1,22.4,2025-12-23T14:58:27.036241Z
,56.8,220.96703296703296,smart_art_1,22.3,2025-12-23T15:00:57.040166Z
,56.9,236.92307692307693,smart_art_1,22.4,2025-12-23T15:03:27.0262Z
,56.6,91.38461538461539,smart_art_1,22.4,2025-12-23T15:05:57.027314Z
,56.5,378.2710622710623,smart_art_1,22.4,2025-12-23T15:08:27.032185Z
,56.8,321.53846153846155,smart_art_1,22.4,2025-12-23T15:10:57.029357Z
