Timestamp,Light_Intensity,Sound_Level,Motion_Density,Temperature,Humidity,Light_RGB,Brightness,Anim_Speed,Style,Complexity,Confidence,Engagement_Time,User_Sentiment,Interaction_Freq,Target
2025-01-01 12:06:10,257,38,0.23,23,64,"(227, 51, 227)",214,9,abstract,0.86,0.76,20,negative,13,0.32
2025-01-01 12:06:15,309,68,0.27,21,53,"(193, 45, 152)",150,8,abstract,0.64,0.96,25,negative,9,0.28
2025-01-01 12:06:20,250,51,0.17,34,67,"(4, 2, 49)",171,7,surreal,0.48,0.9,56,negative,18,0.54
2025-01-01 12:06:25,125,52,0.37,34,48,"(123, 191, 17)",248,6,surreal,0.57,0.76,112,positive,15,0.89
2025-01-01 12:06:30,371,73,0.25,22,65,"(33, 118, 229)",191,2,geometric,0.68,0.92,65,positive,14,0.68
2025-01-01 12:06:35,350,79,0.73,30,68,"(216, 212, 162)",56,6,abstract,0.72,0.97,49,neutral,2,0.33
2025-01-01 12:06:40,319,55,0.52,23,57,"(107, 124, 215)",87,6,abstract,0.88,0.95,66,positive,6,0.56
2025-01-01 12:06:45,140,41,0.45,27,62,"(201, 2, 93)",250,9,fluid,0.9,0.89,110,negative,9,0.63
2025-01-01 12:06:50,163,60,0.28,24,43,"(63, 98, 73)",132,7,geometric,0.65,0.98,61,neutral,10,0.5
2025-01-01 12:06:55,409,36,0.49,34,41,"(102, 87, 87)",58,4,surreal,0.41,0.88,68,negative,12,0.5
2025-01-01 12:07:00,387,36,0.08,23,48,"(32, 199, 238)",114,5,abstract,0.62,0.98,45,positive,2,0.42
2025-01-01 12:07:05,159,75,0.79,21,58,"(49, 86, 179)",248,3,abstract,0.73,0.91,10,positive,18,0.51
2025-01-01 12:07:10,337,43,0.75,27,69,"(183, 222, 197)",220,8,abstract,0.43,0.73,76,positive,10,0.67
2025-01-01 12:07:15,102,72,0.14,24,57,"(59, 179, 168)",102,9,abstract,0.75,0.78,69,negative,17,0.58
2025-01-01 12:07:20,343,74,0.53,34,40,"(132, 253, 152)",222,5,fluid,0.34,0.98,29,neutral,11,0.39
2025-01-01 12:07:25,344,84,0.54,21,68,"(71, 220, 77)",135,1,abstract,0.48,0.98,62,neutral,16,0.6
2025-01-01 12:07:30,456,72,0.33,23,62,"(180, 252, 91)",226,7,surreal,0.86,0.94,16,positive,11,0.43
2025-01-01 12:07:35,333,67,0.27,26,59,"(144, 233, 40)",252,4,geometric,0.89,0.8,50,negative,12,0.43
2025-01-01 12:07:40,463,54,0.72,27,52,"(233, 65, 222)",155,2,geometric,0.51,0.93,25,negative,5,0.22
2025-01-01 12:07:45,299,50,0.52,31,47,"(34, 4, 63)",183,5,geometric,0.67,0.75,61,positive,10,0.6
2025-01-01 12:07:50,271,55,0.11,25,45,"(159, 2, 15)",233,6,geometric,0.82,0.79,102,positive,16,0.86
2025-01-01 12:07:55,190,66,0.06,24,69,"(64, 245, 24)",87,5,fluid,0.58,0.85,113,neutral,9,0.71
2025-01-01 12:08:00,209,46,0.2,27,67,"(35, 31, 105)",69,6,abstract,0.66,0.72,22,neutral,11,0.36
2025-01-01 12:08:05,307,43,0.29,25,66,"(111, 119, 136)",121,5,abstract,0.86,0.95,16,negative,15,0.33
2025-01-01 12:08:10,152,43,0.74,21,68,"(223, 67, 101)",229,1,abstract,0.79,0.8,110,positive,13,0.85
2025-01-01 12:08:15,217,45,0.39,24,40,"(11, 162, 181)",156,9,abstract,0.62,0.73,36,positive,0,0.35
2025-01-01 12:08:20,305,79,0.42,26,52,"(49, 71, 254)",133,6,surreal,0.67,0.83,86,neutral,16,0.7
2025-01-01 12:08:25,447,56,0.51,32,41,"(187, 116, 132)",80,7,surreal,0.48,0.93,34,positive,4,0.4
2025-01-01 12:08:30,440,68,0.89,31,58,"(242, 20, 196)",224,1,surreal,0.5,0.93,47,positive,6,0.49
2025-01-01 12:08:35,149,43,0.66,30,68,"(139, 82, 92)",180,7,geometric,0.42,0.94,52,neutral,19,0.6
2025-01-01 12:08:40,360,65,0.7,23,40,"(205, 155, 57)",191,7,fluid,0.5,0.91,117,positive,15,0.91
2025-01-01 12:08:45,291,70,0.74,30,67,"(62, 4, 134)",93,4,fluid,0.32,0.96,14,neutral,2,0.19
2025-01-01 12:08:50,486,53,0.25,23,57,"(141, 184, 91)",212,6,fluid,0.63,0.88,86,negative,4,0.46
2025-01-01 12:08:55,416,49,0.97,26,46,"(134, 134, 39)",57,5,surreal,0.4,0.73,105,neutral,8,0.66
2025-01-01 12:09:00,161,78,0.41,33,64,"(53, 132, 89)",82,3,surreal,0.79,0.87,117,neutral,5,0.66
2025-01-01 12:09:05,366,51,0.62,32,46,"(22, 234, 228)",131,5,geometric,0.71,0.99,46,negative,4,0.29
2025-01-01 12:09:10,278,42,0.41,31,43,"(97, 223, 232)",108,4,abstract,0.44,0.88,28,negative,19,0.44
2025-01-01 12:09:15,408,59,0.35,33,47,"(14, 200, 146)",164,4,geometric,0.77,0.84,10,neutral,13,0.34
2025-01-01 12:09:20,453,67,0.88,28,47,"(243, 52, 121)",164,4,geometric,0.67,0.81,81,negative,12,0.56
2025-01-01 12:09:25,274,70,0.67,20,64,"(172, 110, 207)",153,6,fluid,0.43,0.82,91,neutral,6,0.57
2025-01-01 12:09:30,434,58,0.02,31,56,"(76, 81, 113)",150,9,fluid,0.72,0.73,81,neutral,5,0.51
2025-01-01 12:09:35,378,76,0.36,27,57,"(146, 89, 202)",200,1,surreal,0.68,0.77,25,neutral,14,0.41
2025-01-01 12:09:40,351,80,0.15,34,52,"(191, 56, 9)",144,8,surreal,0.37,0.88,71,neutral,8,0.52
2025-01-01 12:09:45,441,54,0.47,24,41,"(56, 251, 160)",237,6,fluid,0.69,0.95,85,negative,4,0.45
2025-01-01 12:09:50,289,36,0.95,34,42,"(244, 106, 88)",123,5,surreal,0.8,0.89,39,negative,10,0.35
2025-01-01 12:09:55,132,53,0.82,26,52,"(193, 66, 117)",162,8,abstract,0.46,0.85,58,negative,13,0.48
2025-01-01 12:10:00,340,65,0.56,27,59,"(105, 214, 228)",203,1,geometric,0.81,0.86,110,neutral,5,0.63
2025-01-01 12:10:05,470,75,0.63,29,60,"(128, 114, 81)",245,8,abstract,0.59,0.92,27,negative,12,0.33
2025-01-01 12:10:10,171,82,0.86,21,67,"(47, 114, 246)",189,2,fluid,0.42,0.89,85,positive,11,0.72
2025-01-01 12:10:15,295,48,0.8,23,69,"(123, 150, 71)",100,5,geometric,0.52,0.75,34,neutral,5,0.32
2025-01-01 12:10:20,473,85,0.97,27,59,"(31, 125, 215)",63,5,surreal,0.57,0.88,68,negative,5,0.4
2025-01-01 12:10:25,290,30,0.43,22,45,"(176, 143, 73)",251,7,surreal,0.35,0.86,48,negative,4,0.3
2025-01-01 12:10:30,228,78,0.53,20,54,"(217, 58, 41)",50,7,fluid,0.85,0.71,96,positive,18,0.87
2025-01-01 12:10:35,310,39,0.71,24,53,"(177, 141, 215)",183,9,fluid,0.82,0.92,72,positive,18,0.77
2025-01-01 12:10:40,131,64,0.57,24,60,"(168, 30, 241)",230,6,fluid,0.32,0.77,44,neutral,3,0.33
2025-01-01 12:10:45,367,56,0.24,21,47,"(230, 167, 173)",134,6,surreal,0.49,0.71,107,negative,6,0.58
2025-01-01 12:10:50,101,32,0.27,24,53,"(139, 188, 14)",81,3,abstract,0.86,0.81,24,neutral,8,0.32
2025-01-01 12:10:55,417,78,0.99,27,65,"(221, 122, 234)",113,8,abstract,0.72,0.71,10,neutral,12,0.32
2025-01-01 12:11:00,288,32,0.27,32,58,"(172, 171, 209)",222,3,geometric,0.46,0.93,69,positive,13,0.68
2025-01-01 12:11:05,111,35,0.11,26,64,"(241, 8, 112)",116,9,geometric,0.72,0.76,28,neutral,15,0.44
2025-01-01 12:11:10,209,65,0.32,29,54,"(194, 93, 69)",197,4,fluid,0.67,0.72,40,positive,1,0.38
2025-01-01 12:11:15,486,83,0.63,32,47,"(31, 147, 57)",184,4,geometric,0.46,0.91,41,positive,0,0.37
2025-01-01 12:11:20,144,33,0.85,26,54,"(173, 158, 146)",89,2,abstract,0.56,0.96,99,neutral,7,0.62
2025-01-01 12:11:25,382,44,0.24,31,55,"(158, 11, 140)",53,6,geometric,0.78,0.85,83,neutral,0,0.45
2025-01-01 12:11:30,239,31,0.87,25,50,"(71, 54, 94)",118,1,abstract,0.38,0.75,46,positive,7,0.5
2025-01-01 12:11:35,474,36,0.58,31,45,"(69, 137, 99)",162,7,fluid,0.44,0.72,95,positive,9,0.73
2025-01-01 12:11:40,175,48,0.74,32,63,"(247, 7, 220)",160,4,geometric,0.67,0.71,24,neutral,3,0.25
2025-01-01 12:11:45,141,62,0.76,34,51,"(41, 12, 125)",54,6,surreal,0.63,0.77,68,positive,19,0.77
2025-01-01 12:11:50,403,50,0.03,28,67,"(162, 19, 147)",187,8,geometric,0.75,0.88,24,neutral,7,0.31
2025-01-01 12:11:55,341,67,0.06,32,63,"(103, 172, 77)",163,1,geometric,0.83,0.86,94,neutral,16,0.73
2025-01-01 12:12:00,391,53,0.33,31,69,"(242, 47, 42)",122,5,abstract,0.89,0.89,37,neutral,16,0.49
2025-01-01 12:12:05,158,41,0.38,26,65,"(227, 11, 242)",67,1,abstract,0.44,0.81,31,neutral,6,0.32
2025-01-01 12:12:10,190,72,0.32,29,47,"(58, 77, 189)",67,2,fluid,0.31,0.99,83,neutral,3,0.49
2025-01-01 12:12:15,484,49,0.42,33,57,"(248, 249, 88)",96,3,geometric,0.3,0.9,10,neutral,10,0.29
2025-01-01 12:12:20,240,89,0.6,20,44,"(100, 50, 237)",182,8,surreal,0.56,0.82,94,negative,3,0.48
2025-01-01 12:12:25,237,48,0.73,27,49,"(81, 67, 112)",72,5,surreal,0.84,0.92,25,positive,18,0.57
2025-01-01 12:12:30,256,39,0.97,33,59,"(51, 185, 64)",113,7,abstract,0.41,0.73,97,negative,19,0.73
2025-01-01 12:12:35,421,75,0.66,33,69,"(112, 211, 232)",110,8,geometric,0.32,0.73,35,negative,12,0.37
2025-01-01 12:12:40,186,32,0.88,27,44,"(15, 225, 180)",70,8,geometric,0.79,0.73,73,negative,8,0.46
2025-01-01 12:12:45,126,68,0.86,30,45,"(213, 112, 89)",92,7,abstract,0.39,0.71,10,positive,15,0.47
2025-01-01 12:12:50,256,71,0.05,22,43,"(29, 72, 213)",222,4,abstract,0.7,0.78,99,neutral,15,0.74
2025-01-01 12:12:55,352,60,0.62,24,68,"(159, 57, 4)",74,2,surreal,0.34,0.8,64,neutral,7,0.47
2025-01-01 12:13:00,205,87,0.26,29,68,"(242, 75, 33)",132,2,geometric,0.36,0.7,60,negative,16,0.53
2025-01-01 12:13:05,414,85,0.3,21,55,"(245, 178, 240)",93,9,fluid,0.9,0.7,44,neutral,4,0.34
2025-01-01 12:13:10,192,42,0.05,33,61,"(52, 127, 34)",149,8,geometric,0.44,0.99,102,positive,8,0.74
2025-01-01 12:13:15,162,54,0.6,24,43,"(19, 49, 94)",62,9,fluid,0.36,0.91,29,neutral,0,0.22
2025-01-01 12:13:20,479,51,0.93,32,40,"(70, 209, 107)",136,8,abstract,0.7,0.75,22,positive,2,0.32
2025-01-01 12:13:25,270,89,0.42,27,41,"(106, 33, 92)",121,7,geometric,0.9,0.93,71,negative,9,0.47
2025-01-01 12:13:30,258,47,0.5,33,51,"(245, 219, 227)",183,5,geometric,0.6,0.77,109,negative,19,0.78
2025-01-01 12:13:35,495,49,0.56,34,68,"(222, 232, 61)",125,8,surreal,0.61,0.93,24,positive,3,0.35
2025-01-01 12:13:40,455,66,0.84,23,46,"(59, 218, 113)",245,8,geometric,0.79,0.79,67,positive,9,0.61
2025-01-01 12:13:45,340,45,0.55,25,43,"(54, 220, 178)",75,8,abstract,0.75,0.77,98,negative,9,0.58
2025-01-01 12:13:50,370,32,0.4,33,64,"(203, 115, 22)",215,7,fluid,0.86,0.85,117,negative,19,0.81
2025-01-01 12:13:55,443,77,0.07,27,66,"(144, 117, 194)",82,1,fluid,0.58,0.73,106,neutral,6,0.63
2025-01-01 12:14:00,146,60,0.36,20,56,"(67, 39, 96)",252,8,abstract,0.37,0.86,105,negative,0,0.48
2025-01-01 12:14:05,176,87,0.2,26,49,"(236, 102, 205)",66,3,abstract,0.31,0.98,20,negative,5,0.2
2025-01-01 12:14:10,210,82,0.7,33,64,"(128, 19, 176)",166,7,abstract,0.79,0.9,69,negative,12,0.51
2025-01-01 12:14:15,154,59,0.97,34,61,"(83, 27, 187)",81,7,surreal,0.66,0.9,65,negative,4,0.37
2025-01-01 12:14:20,440,76,0.68,24,46,"(176, 32, 94)",229,8,fluid,0.62,0.78,16,positive,4,0.33
2025-01-01 12:14:25,318,82,0.75,32,66,"(78, 130, 65)",53,5,fluid,0.55,0.87,56,positive,13,0.63
2025-01-01 12:14:30,103,32,0.49,23,69,"(210, 121, 108)",238,7,surreal,0.54,0.98,37,negative,14,0.4
2025-01-01 12:14:35,205,45,0.94,24,57,"(48, 150, 243)",200,9,fluid,0.35,0.77,98,positive,4,0.67
2025-01-01 12:14:40,120,76,0.13,32,51,"(160, 10, 18)",106,3,geometric,0.37,0.82,92,negative,3,0.47
2025-01-01 12:14:45,164,89,0.11,25,53,"(133, 99, 67)",163,6,abstract,0.72,0.97,94,neutral,17,0.75
2025-01-01 12:14:50,312,35,0.28,24,68,"(42, 143, 148)",249,7,surreal,0.31,0.87,86,positive,18,0.83
2025-01-01 12:14:55,375,84,0.39,27,62,"(79, 170, 46)",191,7,abstract,0.43,0.98,47,negative,0,0.24
2025-01-01 12:15:00,380,60,0.56,24,53,"(204, 202, 178)",114,2,geometric,0.87,0.96,77,negative,9,0.5
2025-01-01 12:15:05,487,31,0.52,29,42,"(91, 28, 107)",224,6,geometric,0.81,0.74,19,negative,19,0.4
2025-01-01 12:15:10,196,84,0.32,30,41,"(240, 26, 220)",65,8,abstract,0.65,0.86,102,neutral,18,0.8
2025-01-01 12:15:15,382,85,0.03,23,40,"(165, 122, 217)",110,2,abstract,0.82,0.85,96,negative,14,0.65
2025-01-01 12:15:20,307,69,0.44,31,57,"(225, 40, 33)",54,3,abstract,0.32,0.88,53,negative,15,0.49
2025-01-01 12:15:25,305,82,0.19,21,60,"(9, 190, 148)",220,8,fluid,0.58,0.85,63,positive,2,0.49
2025-01-01 12:15:30,349,46,0.7,30,68,"(168, 74, 97)",162,1,geometric,0.33,0.87,96,negative,0,0.44
2025-01-01 12:15:35,224,75,0.99,23,55,"(55, 31, 8)",186,6,fluid,0.74,0.76,15,positive,19,0.55
2025-01-01 12:15:40,147,49,0.34,29,51,"(21, 151, 234)",148,3,geometric,0.36,0.8,71,neutral,8,0.52
2025-01-01 12:15:45,238,86,0.84,21,66,"(148, 56, 48)",235,7,surreal,0.72,0.77,27,positive,17,0.57
2025-01-01 12:15:50,479,45,0.75,30,55,"(19, 11, 20)",157,1,surreal,0.83,0.82,116,neutral,4,0.64
2025-01-01 12:15:55,357,78,0.44,28,58,"(137, 15, 123)",118,7,geometric,0.67,0.85,23,positive,2,0.33
2025-01-01 12:16:00,349,72,0.02,33,59,"(245, 51, 22)",68,4,surreal,0.67,0.9,41,neutral,1,0.29
2025-01-01 12:16:05,269,70,0.09,20,60,"(1, 25, 17)",89,8,geometric,0.51,0.94,95,negative,2,0.47
2025-01-01 12:16:10,392,75,0.86,22,40,"(47, 0, 217)",164,5,surreal,0.34,0.81,36,negative,0,0.19
2025-01-01 12:16:15,380,79,0.18,31,53,"(217, 184, 43)",176,3,surreal,0.63,0.81,51,negative,7,0.36
2025-01-01 12:16:20,430,72,0.19,20,57,"(127, 161, 153)",168,2,surreal,0.54,0.9,92,neutral,12,0.66
2025-01-01 12:16:25,358,41,0.18,28,61,"(152, 205, 129)",88,3,geometric,0.46,0.86,41,neutral,13,0.47
2025-01-01 12:16:30,312,43,0.77,27,65,"(6, 51, 224)",102,7,abstract,0.72,0.87,41,positive,4,0.43
2025-01-01 12:16:35,178,46,0.59,29,69,"(155, 247, 105)",96,9,fluid,0.52,0.89,88,positive,15,0.79
2025-01-01 12:16:40,239,70,0.73,25,65,"(15, 240, 112)",151,8,surreal,0.68,0.73,115,positive,1,0.69
2025-01-01 12:16:45,266,84,0.43,20,51,"(202, 239, 239)",78,6,fluid,0.36,0.94,41,negative,3,0.26
2025-01-01 12:16:50,188,70,0.81,33,54,"(237, 20, 116)",105,1,surreal,0.34,0.84,58,neutral,6,0.43
2025-01-01 12:16:55,255,67,0.62,31,48,"(44, 46, 145)",70,7,fluid,0.75,0.85,38,positive,16,0.6
2025-01-01 12:17:00,203,55,0.23,34,43,"(75, 189, 131)",65,9,fluid,0.75,0.74,66,negative,0,0.32
2025-01-01 12:17:05,267,60,0.83,29,53,"(169, 206, 76)",106,6,geometric,0.58,0.78,114,positive,10,0.82
2025-01-01 12:17:10,437,30,0.94,26,42,"(42, 24, 179)",125,4,fluid,0.75,0.98,16,neutral,2,0.2
2025-01-01 12:17:15,183,62,0.16,20,54,"(19, 156, 183)",182,6,surreal,0.41,0.9,106,negative,13,0.68
2025-01-01 12:17:20,309,31,0.87,24,46,"(176, 19, 196)",161,5,geometric,0.73,0.93,78,negative,18,0.64
2025-01-01 12:17:25,130,52,0.92,31,59,"(26, 206, 248)",79,8,abstract,0.5,0.88,20,neutral,6,0.27
2025-01-01 12:17:30,389,75,0.3,30,60,"(223, 244, 214)",173,7,fluid,0.61,0.78,105,positive,1,0.65
2025-01-01 12:17:35,349,77,0.39,24,66,"(244, 29, 209)",206,9,abstract,0.75,0.77,103,neutral,14,0.74
2025-01-01 12:17:40,309,68,0.52,22,62,"(235, 76, 157)",181,7,surreal,0.77,0.82,78,negative,15,0.59
2025-01-01 12:17:45,120,55,0.87,29,49,"(241, 212, 118)",217,5,geometric,0.58,0.82,45,positive,5,0.46
2025-01-01 12:17:50,360,60,0.75,28,58,"(81, 213, 221)",225,8,surreal,0.82,0.94,99,neutral,13,0.71
2025-01-01 12:17:55,441,89,0.61,30,44,"(243, 150, 160)",125,7,surreal,0.49,0.83,71,negative,7,0.44
2025-01-01 12:18:00,422,87,0.66,22,45,"(191, 35, 201)",112,1,fluid,0.53,0.85,36,negative,18,0.46
